Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
  HAMMOCK  ,Yellow,NA,Colorful,Cloth,No,No,Yes,1,,,Yellow,Colorful,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_2_0,2_0,1620,zDMB2GBDBnRhaKo49
retro gas pump,Green,NA,Yellow oil,Lamp,No,No,Yes,1,,,Green,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,shop,diner,None,Yes,Vehicle,Yes,Does not play music,No lighting,For sale,FtrAmeretroGasstand_Remake_1_0,1_0,4140,tphN2nESeScc7X5nm
  modern office chair  ,Blue,NA,NA,NA,No,No,No,NA,2200,550,Blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,office,Yes,Chair,No,Does not play music,No lighting,For sale,FtrOfficeChair_Remake_0_0,0_0,832,ntQZ3HTaejpMcBjTu
    PINBALL MACHINE    ,Black,NA,NA,NA,No,No,No,NA,2700,,Black,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,shop,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrPinball_Remake_3_0,3_0,1087,cjLThB9arkpfcJXWF
    elephant slide    ,White,NA,NA,NA,No,No,No,NA,,1050,White,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,child's room,None,None,No,Playground,No,Does not play music,No lighting,For sale,FtrSlideelephant_Remake_5_0,5_0,86,QArKWvNfMKAFsTzq4
  low screen  ,Dark brown,NA,Plain,Screen,No,No,Yes,1,870,217,Brown,White,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,No,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_1_0,1_0,1029,YQ6Y6zqoy45P2QGwT
  STREET PIANO  ,Graffiti,Paint color,NA,NA,Yes,Yes,No,7,,26755,Colorful,Red,2x1,NA,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrPianoStreet_Remake_0_0,0_0,11942,M7Xx4txhBisR6Tab3
    GAS RANGE    ,White,NA,NA,NA,No,No,No,NA,3500,,White,Beige,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,Yes,Kitchen,No,Does not play music,No lighting,For sale,FtrKitchenOven_Remake_1_0,1_0,3251,CmHsTiTiCYwwQL3eP
  drying rack  ,Ivory,NA,NA,NA,No,No,No,NA,,,Beige,Colorful,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClothesstand_Remake_1_0,1_0,7789,8jkg7xAy54vJYkBTS
  popcorn machine  ,Red,NA,NA,NA,No,No,No,NA,,,Red,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,party,None,None,Yes,Shop,Yes,Does not play music,No lighting,For sale,FtrPopcornmachine_Remake_0_0,0_0,1092,xWztdKgqwdpLMsBmE
  monstera  ,Yellow,NA,NA,NA,No,No,No,NA,,,Yellow,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantMonstera_Remake_3_0,3_0,4129,QmRyMChkXM5kafcqE
  wooden stool  ,Green,Paint color,Pink,Seat,Yes,Yes,Yes,2,NFS,480,Green,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_5_2,5_2,3449,Sv2PaekXBWu7MDcRC
mama bear,Choco,NA,Red stripes,Shirt,No,No,Yes,1,2300,,Brown,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearM_Remake_2_1,2_1,1500,SuvHqJo69uRSMjysi
  refrigerator  ,Blue,NA,Cute,Sticker area,No,No,Yes,2,5100,1275,Blue,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_4_1,4_1,2713,B6huWnkhE8StTD2vi
antique console table,Natural,NA,NA,NA,No,No,No,NA,17000,,Beige,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,No,Table,No,Does not play music,No lighting,For sale,FtrAntiqueConsole_Remake_1_0,1_0,3951,SBphLepffHinkmtPf
FLOOR SEAT,Dark wood,NA,Peach,Cushion,No,No,Yes,1,730,182,Red,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,child's room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrFloorchair_Remake_2_2,2_2,3622,8Wr2iPJpTXPZ2tui8
    REFRIGERATOR    ,Pink,NA,Cute,Sticker area,No,No,Yes,2,5100,1275,Pink,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_2_1,2_1,2713,6t6qTQGDc8Tn95ZPt
  loft bed with desk  ,Black,NA,Green stripes,Bedding,No,No,Yes,3,7700,,Black,Colorful,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_3_6,3_6,3621,qgvSqKfH6DmFtmiHJ
  WOODEN-BLOCK CHEST  ,Colorful,Block color,NA,NA,Yes,Yes,No,3,,1800,Green,Colorful,2x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrBlockChest_Remake_2_0,2_0,1561,gA5nz2hGLvyAwaekm
    loft bed with desk    ,Orange,NA,Orange,Bedding,No,No,Yes,3,7700,,Orange,Orange,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_5_3,5_3,3621,bkX9XHWkByEGNHHNx
  anchor statue  ,Silver,Color,NA,NA,No,Yes,No,2,,,Gray,Beige,1x1,NA,Fishing Tourney,,1.0.0,ocean,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,FtrShipanchor_Remake_1_0,1_0,7238,hdZokWHmfoFTt2FjM
    CHANGING ROOM    ,Green,NA,White,Curtain,No,No,Yes,2,,,Light blue,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_0,7_0,1816,oXnHqjdPy8h67dBNA
oil barrel,Light blue,NA,NA,NA,No,No,No,NA,,,Light blue,White,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrDrumcan_Remake_2_0,2_0,1567,rjnkcPh9Cvut4hRpL
  WOODEN MINI TABLE  ,White wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,,White,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_1_3,1_3,7133,WLneNf4nKpfMxrx8z
  log bed  ,Dark wood,Lumber type,Bears,Bedding,Yes,Yes,Yes,6,NFS,3600,Brown,Brown,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrLogBedW_Remake_0_2,0_2,4041,4CMfQ9HQPaD6ytqpH
  SCATTERED PAPERS  ,NA,NA,Plans,Writing,Yes,No,Yes,2,NFS,400,White,Orange,1.5x1.5,NA,Crafting,,1.0.0,den,office,None,None,Yes,Study,No,Does not play music,No lighting,Not for sale,FtrFloorpapers_Remake_0_3,0_3,4034,cvAxjdAYHkQC4LPWG
  DELUXE WASHER  ,Yellow,NA,NA,NA,No,No,No,NA,76000,19000,Yellow,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_4_0,4_0,1227,RMtNaXQoqyADS8idD
  bamboo speaker  ,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,,Yellow,Beige,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Audio,No,Retro,No lighting,Not for sale,FtrBambooMusic_Remake_1_0,1_0,10743,TbCtKQ3pESjZA2fdi
  BRICK OVEN  ,Brown,Brick color,NA,NA,Yes,Yes,No,6,NFS,3820,Brown,Gray,1.5x1.5,NA,Crafting,,1.0.0,kitchen,shop,None,None,Yes,Kitchen,Yes,Does not play music,No lighting,Not for sale,FtrStoneoven_Remake_1_0,1_0,1157,rMN6Xfpw5TPpmFgM6
  THROWBACK HAT TABLE  ,Green,NA,NA,NA,No,No,No,NA,,950,Green,Green,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,child's room,fitness,throwback,None,No,Table,No,Does not play music,No lighting,For sale,FtrBoyTableL_Remake_2_0,2_0,4760,ZB5JLTuvjo5AA8jTo
REFRIGERATOR,White,NA,None,Sticker area,No,No,Yes,2,5100,,White,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_0_0,0_0,2713,Y8szHQvnTBwXfggBz
  ROCKING CHAIR  ,Light wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,960,Beige,Beige,1x1,NA,Crafting,,1.0.0,living room,None,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrRockingchair_Remake_0_0,0_0,1103,WZoiuhf5z3YxrSsrH
  school desk  ,Beige & green,NA,NA,NA,No,No,No,NA,1100,275,Beige,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,school,No,Desk,No,Does not play music,No lighting,For sale,FtrSchoolTableS_Remake_5_0,5_0,1328,YgXsaQPD7XfQb87dD
wooden-block bed,Natural,Block color,NA,NA,Yes,Yes,No,4,NFS,,White,Beige,2x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrBlockBedS_Remake_0_0,0_0,1557,K4pv4asqzPpjqQkzd
  mush low stool  ,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,Yellow,Beige,1x1,NA,Crafting,,1.0.0,garden,None,mush,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrMushroomChairS_Remake_4_0,4_0,4708,SBkPJws98vAws76R6
  CYPRESS PLANT  ,Black,NA,NA,NA,No,No,No,NA,1000,250,Green,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,Yes,Does not play music,No lighting,For sale,FtrPlantGoldcrest_Remake_3_0,3_0,1829,vZfjrbssxQJhN7roR
  PAPER LANTERN  ,Dark wood,NA,Spring,Paper,No,No,Yes,1,780,,Brown,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrLampJapan_Remake_1_1,1_1,725,HaQJ8jRbc5JbYDJPd
  ironing board  ,NA,NA,Triangles,Ironing board,No,No,Yes,1,2300,575,Black,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_4,0_4,7531,RBZLQJeKar2LsGMaa
    effects rack    ,Orange,NA,Handwritten logo,Sticker area,No,No,Yes,3,6800,1700,Yellow,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_2_5,2_5,950,f2srqWoS9iFCjQGmr
  RETRO STEREO  ,Black,NA,NA,NA,No,No,No,NA,6000,1500,Brown,Beige,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Audio,No,Retro,No lighting,For sale,FtrStereoRetro_Remake_0_0,0_0,796,XrWWmDWwB6x9JvMu5
  electric bass  ,Chic white,NA,NA,NA,No,No,No,NA,82000,,White,Brown,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricbass_Remake_0_0,0_0,1804,M3cogMgvrJC3cN47y
  changing room  ,Dark brown,NA,Yellow,Curtain,No,No,Yes,2,,925,Brown,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_3,3_3,1816,JPviijww3dMcTiSqv
  TATAMI BED  ,Natural,NA,NA,NA,No,No,No,NA,2800,700,Yellow,Green,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrTatamiBedS_Remake_1_0,1_0,7391,Asy6uqbJQd9XLdcKG
  rattan stool  ,Light brown,NA,NA,NA,No,No,No,NA,2900,,Blue,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrRattanStool_Remake_2_0,2_0,4047,uyTm2qETBkTLR9g74
cypress plant,White,NA,NA,NA,No,No,No,NA,1000,,Green,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,Yes,Does not play music,No lighting,For sale,FtrPlantGoldcrest_Remake_4_0,4_0,1829,EFWmm2a9CeQMF7AFc
    BIRTHDAY SIGN    ,Green,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Green,2x1,NA,Birthday,,1.0.0,party,fancy,None,birthday,No,Seasonal Decor,No,Does not play music,No lighting,Not for sale,FtrBirthdayBoard_Remake_3_0,3_0,3594,HjCQpZsTJSY9ByJ7b
    DOUBLE SOFA    ,White,NA,NA,NA,No,No,No,NA,4300,1075,White,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrSofaL_Remake_4_0,4_0,2554,DrPRBrfarLR5Dg3hn
    throwback dino screen    ,NA,NA,NA,NA,No,No,No,NA,3600,,Yellow,Green,2x0.5,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,throwback,None,No,Screen,No,Does not play music,No lighting,For sale,FtrBoyScreen,NA,4763,xeRio7R2nBFPuY4nq
    birdhouse    ,Natural & white,Paint color,NA,NA,Yes,Yes,No,2,NFS,840,Brown,White,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Animal,Yes,Does not play music,No lighting,Not for sale,FtrBirdhouse_Remake_2_0,2_0,333,acQiRvjyCJeAqejaC
WOODEN-BLOCK TABLE,Mixed wood,Block color,NA,NA,Yes,Yes,No,2,,1320,Brown,Black,2x2,NA,Crafting,,1.0.0,child's room,None,wooden block,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrBlockTableL_Remake_1_0,1_0,1565,7W3h5KyvJyQpba4jL
CARDBOARD BED,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,240,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrCardboardBedS_Remake_0_0,0_0,7161,kmCyzX6mPQaGfXMtN
    teacup ride    ,Colorful,NA,NA,NA,No,No,No,NA,NFS,25000,Colorful,Colorful,3x3,5000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrTurncup_Remake_0_0,0_0,1507,KYvNFE6s6D4ygQihu
  GARDEN FAUCET  ,Red brick,NA,NA,NA,No,No,No,NA,1900,475,Red,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,Yes,Garden,Yes,Does not play music,No lighting,For sale,FtrWaterview_Remake_0_0,0_0,1631,ELx66yrJqAetKnsTw
  FROZEN PARTITION  ,Ice blue,Illumination,NA,NA,Yes,Yes,No,7,NFS,,Blue,Blue,2x0.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceScreen_Remake_1_0,1_0,3498,66Annaa4XwTf3RkQK
  giant teddy bear  ,Cream,Fabric,Giant dots,Ribbon,Yes,Yes,Yes,8,NFS,6300,Yellow,Blue,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_0_2,0_2,1504,5oiBmwS7fzfPRk3Z2
  ironwood cupboard  ,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Orange,Black,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_1_0,1_0,3271,QicyaqvM22Huy5SuC
  rocket lamp  ,Red,NA,NA,NA,No,No,No,NA,1500,,Red,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLavalamp_Remake_1_0,1_0,1851,xtPb2cDfnj4wHQCbp
BIRTHDAY SIGN,Orange,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Orange,2x1,NA,Birthday,,1.0.0,party,fancy,None,birthday,No,Seasonal Decor,No,Does not play music,No lighting,Not for sale,FtrBirthdayBoard_Remake_4_0,4_0,3594,bHB2KCXPYnnmJPDsZ
  BEACH TOWEL  ,NA,NA,Red stripes,Towel,No,No,Yes,1,,,Red,White,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachtowel_Remake_0_1,0_1,3468,rQ9hWyQYQry3Lw4cT
antique console table,Brown,NA,NA,NA,No,No,No,NA,17000,4250,Brown,Brown,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,No,Table,No,Does not play music,No lighting,For sale,FtrAntiqueConsole_Remake_0_0,0_0,3951,kKSfnnXLBk2BMbWEo
  log garden lounge  ,White wood,Lumber type,Quilted,Pillow,Yes,Yes,Yes,3,,1440,Beige,Light blue,2x1,NA,Crafting,,1.0.0,garden,None,log,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrLogBedS_Remake_2_4,2_4,4035,wnuFsrcpm85AB8tmK
digital scale,Blue,NA,Polka dots,Design,No,No,Yes,1,930,232,Blue,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_3_2,3_2,3307,469XQtDweTA3DmEeZ
  fan  ,Black,NA,NA,NA,No,No,No,NA,1700,425,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Fan,No,Does not play music,No lighting,For sale,FtrFan_Remake_1_0,1_0,3820,PsQbLrRXNv9r94CZ5
    CUTE TEA TABLE    ,White,NA,NA,NA,No,No,No,NA,3000,,White,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_0_0,0_0,4000,FuzPgbonXH2BjR6dk
    RETRO GAS PUMP    ,White,NA,Yellow oil,Lamp,No,No,Yes,1,2700,,White,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,shop,diner,None,Yes,Vehicle,Yes,Does not play music,No lighting,For sale,FtrAmeretroGasstand_Remake_3_0,3_0,4140,gP3hKTq42SqAiAbeR
    lawn mower    ,Orange,NA,NA,NA,No,No,No,NA,2900,,Orange,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,For sale,FtrLawnmower_Remake_1_0,1_0,338,mhSYZHy389gYdNEhr
  simple panel  ,White,NA,Gold,Panel design,No,No,Yes,1,,202,White,Yellow,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_2_7,2_7,5338,ChtLmKwC3QoZuaT94
wooden stool,Light wood,Paint color,None,Seat,Yes,Yes,Yes,2,NFS,480,Beige,Beige,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_0_0,0_0,3449,i8NyG9EWfGFx46EuA
  SOLAR PANEL  ,Black,NA,NA,NA,No,No,No,NA,NFS,20000,Black,Black,3x2,4000,Nook Miles Shop,,1.0.0,space,None,None,None,No,Space,Yes,Does not play music,No lighting,Not for sale,FtrSolarpanel_Remake_1_0,1_0,2333,c27hGanLDKoXeKiKt
  fortune-cookie cart  ,NA,NA,NA,NA,No,No,No,NA,,650,Orange,Yellow,2x1,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",1.1.0,facility,party,None,None,No,Compass,No,Does not play music,No lighting,Not in catalog,FtrCompassFortuneshop,NA,12369,uS9i6ufNShhQfaB2r
ROCK GUITAR,Cosmo black,NA,Familiar logo,Sticker area,No,No,Yes,2,3100,775,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_2_1,2_1,1644,5Jr4PgxpS55xx7YGW
tire toy,Yellow,Tire color,NA,NA,Yes,Yes,No,1,NFS,,Yellow,Yellow,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrPlayingtire_Remake_2_0,2_0,2329,35YYmd3nC2s64A9zb
PHONE BOX,Brown,NA,NA,NA,No,No,No,NA,NFS,12000,Brown,Brown,1x1,2400,Nook Miles Shop,,1.0.0,school,facility,None,None,Yes,Facility Decor,Yes,Does not play music,Emission,Not for sale,FtrTelephonebox_Remake_4_0,4_0,1185,4A8xaEJ5zimberFdR
  drum set  ,Rose pink,NA,Vintage logo,Bass drum head,No,No,Yes,2,5600,,Red,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_5_5,5_5,1803,AKuZct9A8zT9pEYB6
diner sofa,Red,NA,NA,NA,No,No,No,NA,3500,875,Red,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrAmeretroChairL_Remake_0_0,0_0,4141,yM9vAb8ETiHRsfdiB
  plastic pool  ,Blue,NA,NA,NA,No,No,No,NA,,,Blue,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,garden,None,None,None,Yes,Garden,Yes,Does not play music,No lighting,For sale,FtrGardenpool_Remake_0_0,0_0,3348,L95kGs3HPeikYf4X2
baby chair,Black,NA,Train,Cushion,No,No,Yes,1,1200,300,Black,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_3,6_3,3305,s2QnWwt8XqMkDaBow
    IRONWOOD CART    ,Oak,Lumber type,NA,NA,Yes,Yes,No,5,NFS,,Orange,White,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_4_0,4_0,3195,QmX2AmaLzgGrvi5mx
  HOSE REEL  ,Yellow,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,For sale,FtrHosereel_Remake_1_0,1_0,4113,H9eiQQw7WetkqitJg
  water cooler  ,White,NA,NA,NA,No,No,No,NA,3400,850,White,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,office,None,None,Yes,Facility Decor,No,Does not play music,No lighting,For sale,FtrWaterserver_Remake_0_0,0_0,1232,TthqtapsrarckeFkY
  LOG STAKES  ,White birch,Lumber type,NA,NA,Yes,Yes,No,1,NFS,,White,Beige,1x1,NA,Crafting,,1.0.0,garden,None,log,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrWoodPile_Remake_3_0,3_0,5973,ithj4YHbPRvB6LngQ
beach towel,NA,NA,Yellow,Towel,No,No,Yes,1,,95,Yellow,Yellow,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachtowel_Remake_0_5,0_5,3468,Wpu4ZevwHsFv6aiL4
