Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
log bed,White wood,Lumber type,Geometric print,Bedding,Yes,Yes,Yes,6,NFS,3600,Beige,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrLogBedW_Remake_2_1,2_1,4041,wYroCxap7Zb4RzXvR
marimba,NA,NA,NA,NA,No,No,No,NA,4300,1075,Brown,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,music,school,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMarimba,NA,4121,SzF6bFn3g3Twkvxcm
stadiometer,Pink,NA,NA,NA,No,No,No,NA,2100,525,Pink,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,No,School,No,Does not play music,No lighting,For sale,FtrStadiometer_Remake_2_0,2_0,546,jAJCGeiA24YmF7oQP
outdoor bench,Red,NA,Blue,Seat,No,No,Yes,1,1300,325,Red,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_4_3,4_3,3947,75EW6jauBk2AR8yTd
water pump,Silver,Body color,NA,NA,Yes,Yes,No,4,NFS,2700,White,Gray,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Garden,Yes,Does not play music,No lighting,Not for sale,FtrHandpump_Remake_2_0,2_0,2326,f9ZkD7XEPJMWq3rKx
blue corner,NA,NA,Red,Ring curtain,No,No,Yes,3,6100,1525,White,Red,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerBlue_Remake_0_1,0_1,7150,YJDH6BhWRKZRcT7Rp
alto saxophone,NA,NA,NA,NA,No,No,No,NA,3400,850,Yellow,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrAltosax,NA,846,yAj7DyFRDjWbh7qYP
wooden table,Black,Paint color,Orange,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Black,Orange,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_4_1,4_1,3439,EtHAygh4hQQPLuuKa
clothes closet,Light blue,NA,NA,NA,No,No,No,NA,3100,775,Green,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrFashioncase_Remake_5_0,5_0,9502,iRWmuneQrXGEwHWWg
Mama bear,Caramel mocha,NA,Red stripes,Shirt,No,No,Yes,1,2300,575,Beige,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearM_Remake_1_1,1_1,1500,aBDBJ87pxjYnC3Hxt
poolside bed,Dark brown,NA,Black,Bed mat,No,No,Yes,2,3400,850,Brown,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,ocean,expensive,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrPoolsidebed_Remake_2_1,2_1,4102,NgQeEAJv6nEqT8GGR
garbage bin,Black,NA,NA,NA,No,No,No,NA,1000,250,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,None,None,Trash,Supplies,Yes,Does not play music,No lighting,For sale,FtrPaleCaster_Remake_3_0,3_0,9767,ectxWJLEmp77fYmDu
garbage pail,NA,NA,NA,NA,No,No,No,NA,1000,250,Light blue,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,Trash,Supplies,Yes,Does not play music,No lighting,For sale,FtrPale,NA,2556,Wo52MA24JSYdRaz8a
log decorative shelves,Dark wood,Lumber type,Bears,Mat,Yes,Yes,Yes,4,NFS,1560,Brown,Brown,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrLogShelf_Remake_0_3,0_3,4036,DNJvfFj8vMg8Fduav
drum set,Natural wood,NA,Glossy black,Bass drum head,No,No,Yes,2,5600,1400,Brown,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_3_1,3_1,1803,DeZ9CJbcubQW4Skho
vintage TV tray,Gold,NA,Green,Tray,No,No,Yes,1,1200,300,Beige,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrTVtray_Remake_0_0,0_0,4445,EJRaWqhJdabYwL5j4
foosball table,Brown,NA,NA,NA,No,No,No,NA,2300,575,Orange,Green,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,shop,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrTablesoccer_Remake_0_0,0_0,1177,7w7if4ionFjWjDNrq
log round table,Orange wood,Lumber type,Bears,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Orange,Brown,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_1_3,1_3,4043,2voa77rNw9QSyPQKY
public bench,Blue & yellow,NA,NA,NA,No,No,No,NA,NFS,10000,Yellow,Blue,2x1,2000,Nook Miles Shop,,1.0.0,facility,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrPublicbench_Remake_4_0,4_0,3346,egEkZTKxyP7qc8rho
log decorative shelves,White wood,Lumber type,Bears,Mat,Yes,Yes,Yes,4,NFS,1560,Beige,Brown,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrLogShelf_Remake_2_3,2_3,4036,JbF4GKXbGuEQBx4RX
outdoor table,White,NA,Orange,Table,No,No,Yes,1,2200,550,Gray,Orange,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_0_4,0_4,3946,pP2qW7c9xn949Zhek
cypress bathtub,Natural wood,NA,NA,NA,No,No,No,NA,13000,3250,Yellow,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathHinoki_Remake_1_0,1_0,7153,rYmN3AFFM2HtX73x7
DIY workbench,Red,Paint color,NA,NA,Yes,Yes,No,7,NFS,6630,Red,Colorful,2x1,NA,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbench_Remake_7_0,7_0,1241,oD86rfgh9WZo9gs53
diner counter table,Cream,NA,NA,NA,No,No,No,NA,6000,1500,Beige,Gray,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroCounter_Remake_5_0,5_0,4139,n7FDE5H53HpJrrpyw
trophy case,NA,NA,NA,NA,Yes,No,No,NA,NFS,33690,Brown,Colorful,2x1,NA,Crafting,,1.0.0,expensive,living room,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophycase,NA,7261,b5Dbrzksdb9w8bKvC
playground gym,Green,NA,NA,NA,No,No,No,NA,NFS,15000,Light blue,Yellow,2x2,3000,Nook Miles Shop,,1.0.0,garden,child's room,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrJunglegym_Remake_4_0,4_0,3430,YkdEJvZHbzXHZwSNo
Pisces lamp,NA,NA,NA,NA,Yes,No,No,NA,NFS,22050,Yellow,White,1x1,NA,Crafting,,1.0.0,expensive,None,stars,None,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,FtrZodiacPisces,NA,5963,2k2sPqBPbwomcJx3d
wooden end table,Cherry wood,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Orange,Colorful,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableS_Remake_2_0,2_0,3438,F3qDnigWHY6o5ARiZ
vintage TV tray,Silver,NA,Green,Tray,No,No,Yes,1,1200,300,Gray,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrTVtray_Remake_1_0,1_0,4445,uQqXxt8yMGBdRjMxN
deer scare,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,1740,Beige,Brown,1x1,NA,Crafting,,1.0.0,zen-style,garden,bamboo,None,Yes,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrShishiodoshi_Remake_1_0,1_0,677,XvJFQJM3r4yNFjwGN
simple panel,Black,NA,Horizontal planks,Panel design,No,No,Yes,1,810,202,Black,Brown,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_1_3,1_3,5338,QeGjWSTRAJSrgu43g
frozen partition,Ice purple,Illumination,NA,NA,Yes,Yes,No,7,NFS,7400,Purple,Purple,2x0.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceScreen_Remake_6_0,6_0,3498,bT27jhwEsSNXe9eNw
digital scale,Brown,NA,White,Design,No,No,Yes,1,930,232,Brown,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_6_0,6_0,3307,E4rToBZEB7MG7s8Sa
wooden waste bin,Light wood,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Beige,Beige,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Trash,Supplies,No,Does not play music,No lighting,Not for sale,FtrTrashboxWood_Remake_0_0,0_0,3490,ad5TJZMWeP6fp8dvf
wooden chest,Light wood,Paint color,NA,NA,Yes,Yes,No,3,NFS,1920,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrWoodenChest_Remake_0_0,0_0,2560,24Dnyr3QKDrTNwQnX
iron garden chair,Blue,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Blue,Blue,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_1_0,1_0,1626,u2nKP7oLzpQcZuXXu
rocking chair,Natural wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,960,Orange,Orange,1x1,NA,Crafting,,1.0.0,living room,None,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrRockingchair_Remake_1_0,1_0,1103,jxPNjfiBzCdb5tsxj
floor lamp,Natural,NA,Yellow design,Lampshade,No,No,Yes,1,1400,350,Beige,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLamp_Remake_0_4,0_4,2561,BRpWziTBW3yDjzvwn
ironwood DIY workbench,Birch,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Beige,Black,2x1,NA,Crafting,,1.0.0,garage,None,ironwood,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_0_0,0_0,3943,GpLGAC5TgSAH87sPr
standard umbrella stand,Green,NA,Dots,Favorite umbrella,Yes,No,Yes,4,NFS,2250,Green,Green,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_3_1,3_1,3445,CznKexXwZWYXezpMx
bamboo shelf,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,4,NFS,2400,Green,White,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrBambooShelf_Remake_0_0,0_0,3551,uucJrLxCbCQgn76vt
kitchen island,Blue,NA,NA,NA,No,No,No,NA,170000,42500,Blue,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,None,None,No,Kitchen,No,Does not play music,No lighting,For sale,FtrKitchenIsland_Remake_1_0,1_0,998,zbnfAM2g9H7G8NSs6
fan palm,Blue,NA,NA,NA,No,No,No,NA,1200,300,Blue,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantYamadoriyashi_Remake_3_0,3_0,1288,jcoFwhGbeSCuA6tF6
box corner sofa,Orange,NA,NA,NA,No,No,No,NA,2700,675,Orange,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofaCorner_Remake_2_0,2_0,1853,NEk6hi7ov7NHErPo5
effects rack,Pink,NA,Handwritten logo,Sticker area,No,No,Yes,3,6800,1700,Pink,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_5_5,5_5,950,P7PcrXzfhbhqbLtWN
wooden table,Green,Paint color,Orange,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Green,Orange,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_5_1,5_1,3439,9DnHwGEqATtHuAfDb
changing room,Dark brown,NA,Purple,Curtain,No,No,Yes,2,3700,925,Brown,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_1,3_1,1816,aPu342SNxYFn8CfuJ
baby chair,White,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,White,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_5_1,5_1,3305,MExvKfHcM8ieNnr6p
vintage TV tray,Gold,NA,Black,Tray,No,No,Yes,1,1200,300,Beige,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrTVtray_Remake_0_1,0_1,4445,MpBjiN2Kqe2S7qC5X
digital scale,Black,NA,Black stripes,Design,No,No,Yes,1,930,232,Black,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_1_3,1_3,3307,XgWMYcuvu9zobZ2Gb
outdoor table,Green,NA,Light wood,Table,No,No,Yes,1,2200,550,Green,Beige,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_2_5,2_5,3946,h5DtPoM96yiPC5DAJ
natural garden chair,Oak,Chair back and seat,NA,NA,Yes,Yes,No,3,NFS,2220,Orange,Green,1x1,NA,Crafting,,1.0.0,garden,None,None,natural,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrGardenChairNatural_Remake_1_0,1_0,2586,pvStbiEHiiSvznhTT
bunk bed,Red,NA,Checkered,Bedding,No,No,Yes,2,5000,1250,Red,Pink,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_3_2,3_2,8298,NrSxh7Ns87NCxsjfX
wooden full-length mirror,Green,Paint color,NA,NA,Yes,Yes,No,2,NFS,1350,Green,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Dresser,No,Does not play music,No lighting,Not for sale,FtrWoodenMirror_Remake_5_0,5_0,7137,z24EeDYDGzefKcnze
simple panel,Copper,NA,Horizontal planks,Panel design,No,No,Yes,1,810,202,Brown,Brown,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_5_3,5_3,5338,4gYrHZXuFa2MLaCFf
upright vacuum,Red,NA,NA,NA,No,No,No,NA,2500,625,Red,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_3_0,3_0,908,8aunXPZcWdehHmD9w
wooden-block bookshelf,Pastel,Block color,NA,NA,Yes,Yes,No,1,NFS,720,Pink,Colorful,1x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrBlockShelf_Remake_3_0,3_0,1558,HwaP4rhsd3sCLiq5b
video camera,Black,NA,NA,NA,No,No,No,NA,32000,8000,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,facility,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrVideocamera_Remake_0_0,0_0,1221,yxMxaQ37edLTrrQby
pagoda,Red,Variation,NA,NA,No,Yes,No,3,NFS,2030,Green,Red,1.5x1.5,NA,Gulliver,,1.0.0,folk art,zen-style,None,None,No,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrGojyu_Remake_0_0,0_0,688,95gTuC89Y9MYRhnGd
golf bag,Green,NA,NA,NA,No,No,No,NA,54000,13500,Green,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,No,Does not play music,No lighting,For sale,FtrGolfbag_Remake_1_0,1_0,1632,4R5FneezcRTLGRXMS
standard umbrella stand,Silver,Body color,Navy,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Gray,Blue,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_2_2,2_2,3445,P235CcHsrCbn6Mt5c
loft bed with desk,Natural,NA,Orange,Bedding,No,No,Yes,3,7700,1925,Beige,Orange,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_0_3,0_3,3621,53raZ3jiRZKeYoaCC
punching bag,Blue,NA,NA,NA,No,No,No,NA,3800,950,Blue,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fitness,None,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,FtrSandbag_Remake_1_0,1_0,4013,XfbbY4D58qy3sCNQW
wooden simple bed,Pink wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Pink,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_7_0,7_0,2605,QTBGLbCgAdLu4GXEr
wooden bucket,NA,NA,NA,NA,Yes,No,No,NA,NFS,1110,Brown,Black,1x1,NA,Crafting,,1.0.0,garden,None,wooden,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrBucketWood,NA,880,RHkQdFBAhKDreBFkS
poolside bed,Light brown,NA,Yellow,Bed mat,No,No,Yes,2,3400,850,Beige,Yellow,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,ocean,expensive,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrPoolsidebed_Remake_0_4,0_4,4102,6b7SYQ3nAo28XNwQu
smoker,Black,NA,NA,NA,No,No,No,NA,5500,1375,Black,Beige,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrSmoker_Remake_0_0,0_0,1143,pDb2pG9rr7tFyMTuP
cosmos shower,White,Flower color,NA,NA,Yes,Yes,No,5,NFS,3050,White,Green,1x1,NA,Crafting,,1.0.0,bathroom,fancy,flowers,None,Yes,Bathtub,No,Does not play music,No lighting,Not for sale,FtrFlowerShower_Remake_2_0,2_0,7230,eKtmhPuuzjsWAHa5z
crescent-moon chair,Blue,Color,NA,NA,Yes,Yes,No,7,NFS,8500,Light blue,Yellow,2x1,NA,Crafting,,1.0.0,space,fancy,stars,None,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_2_0,2_0,6829,HvpRb7MuCdy2Zzz5b
shell stool,White,Shell color,NA,NA,Yes,Yes,No,1,NFS,600,White,Brown,1x1,NA,Crafting,,1.0.0,ocean,None,shell,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrShellStoolS_Remake_0_0,0_0,3979,x8EhK5PKEMFar49Td
festive tree,Red,Design,NA,NA,Yes,Yes,No,2,NFS,1400,Green,Red,1x1,NA,Crafting,,1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No,Does not play music,No lighting,Not for sale,FtrTreeXmasS_Remake_2_0,2_0,3991,xtdZ6k5CAku5t3ghW
rock guitar,Cosmo black,NA,Rock logo,Sticker area,No,No,Yes,2,3100,775,Black,Purple,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_2_3,2_3,1644,x8CMeYbyoQmQCKtzh
upright vacuum,Orange,NA,NA,NA,No,No,No,NA,2500,625,Orange,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_4_0,4_0,908,p94pShH8K3ocBKzcm
school chair,Brown & white,NA,NA,NA,No,No,No,NA,980,245,Brown,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,school,Yes,Chair,No,Does not play music,No lighting,For sale,FtrSchoolChairS_Remake_1_0,1_0,1308,dHiaxgFab46c8kan4
changing room,Pink,NA,White,Curtain,No,No,Yes,2,3700,925,Pink,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_0,6_0,1816,L4YAHZFQDr5oqbgr9
wooden mini table,Dark wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,NFS,720,Brown,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_3_1,3_1,7133,nYvBnNnEAWhuakQmh
inflatable sofa,Rainbow,NA,NA,NA,No,No,No,NA,1100,275,Colorful,Colorful,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_6_0,6_0,3962,DDgzFenrfXz2znQxr
Papa bear,Cream,NA,Blue,Ribbon,No,No,Yes,3,8500,2125,Orange,Blue,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearL_Remake_0_2,0_2,1499,NJrvHwhkbWNyQKu89
festive tree,White,Design,NA,NA,Yes,Yes,No,2,NFS,1400,White,Gray,1x1,NA,Crafting,,1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No,Does not play music,No lighting,Not for sale,FtrTreeXmasS_Remake_5_0,5_0,3991,tTxTcDTaEnZYRnhau
log chair,White birch,Lumber type,Bears,Cushion,Yes,No,Yes,3,NFS,960,White,Brown,1x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaS_Remake_3_3,3_3,4039,K6MssatzNF4WJxL7D
frozen pillar,Ice green,Illumination,NA,NA,Yes,Yes,No,7,NFS,6200,Green,Green,1x1,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIcePillar_Remake_5_0,5_0,3500,xguSpHM499bTHAJAZ
frozen counter,Ice pink,Illumination,NA,NA,Yes,Yes,No,7,NFS,7000,Pink,Pink,2x1,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIceCounter_Remake_2_0,2_0,3505,6WMQQoPwSaui5EPBn
swinging bench,Natural wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,1440,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrSwingWood_Remake_1_0,1_0,1170,4AXMrEtkftLq9fKFw
DJ's turntable,Brown,NA,Familiar logo,Flag,No,No,Yes,4,9300,2325,Orange,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_2_1,2_1,941,khsPdhGEtu9MBgdPK
arcade fighting game,NA,NA,NA,NA,No,No,No,NA,64000,16000,White,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,facility,shop,None,None,Yes,Toy,No,Does not play music,Monitor,For sale,FtrArcadegameFight,NA,8225,3CKqHScHJuqbW7e4u
